episode_reward,episode_length,wall_time,soc_before,soc_after,original_action_kw,protected_action_kw,soc_action_protection_applied,soc_fibonacci_penalty,soc_deficit_percent_below_15,soc_fibonacci_level,reward_before_soc_penalty,reward_after_soc_penalty,episode_soc_penalty_count,episode_soc_penalty_total,episode_action_protection_count,episode_action_block_count,episode_action_clip_count,episode_min_soc,source_file,episode,timesteps,moving_average_reward_5,moving_average_reward_10
-631.815783,891,75.867472,0.1514659969693684,0.1462028390746316,2.20809268951416,2.0,1,100.0,0.3797160925368387,1,-500.0,-600.0,1,100.0,4,0,4,0.1462028390746316,mdp_train.monitor.csv,22,34551,-593.5488266,-562.2414504000001
-644.36053,1189,79.863223,0.1505582873780323,0.1498331876199343,0.27553790807724,0.27553790807724,0,100.0,0.0166812380065689,1,-500.0,-600.0,1,100.0,1,0,1,0.1498331876199343,mdp_train.monitor.csv,23,35740,-615.0844450000001,-574.4380252999999
-656.310351,1474,83.200184,0.1512449604622528,0.1497888324798622,0.5533286333084106,0.5533286333084106,0,100.0,0.0211167520137722,1,-500.0,-600.0,1,100.0,3,0,3,0.1497888324798622,mdp_train.monitor.csv,24,37214,-633.1197295999999,-587.1232201
-655.751113,2565,88.533737,0.152324927264553,0.149631587239103,1.0234692096710205,1.0234692096710205,0,100.0,0.0368412760896968,1,-500.0,-600.0,1,100.0,5,0,5,0.149631587239103,mdp_train.monitor.csv,25,39779,-650.1015199999999,-599.4055058
-557.83798,5910,102.595117,0.8487083988708314,0.8503984793198165,-0.7116128206253052,-0.7116128206253052,0,0.0,0.0,0,-500.0,-500.0,0,0.0,1,0,1,0.1692692146521394,mdp_train.monitor.csv,26,45689,-629.2151514,-601.8571839
-546.387959,991,105.989329,0.8494982796525099,0.851011453828726,-0.6371259689331055,-0.6371259689331055,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.4959992272583277,mdp_train.monitor.csv,27,46680,-612.1295866,-602.8392066
-511.413117,9944,137.020364,0.8498918857696316,0.8538409931930563,-1.662782073020935,-1.662782073020935,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.3952466984371174,mdp_train.monitor.csv,28,56624,-585.540104,-600.3122745000001
596.325069,26279,197.41218,0.8111938993892646,0.8108480167335059,0.1314354091882705,0.1314354091882705,0,0.0,0.0,0,-0.0251668034923605,-0.0251668034923605,0,0.0,0,0,0,0.3143349277997104,mdp_train.monitor.csv,29,82903,-335.01302000000004,-484.06637480000006
689.261483,26279,263.611857,0.4361090421417111,0.4369002312758321,-0.333132266998291,-0.333132266998291,0,0.0,0.0,0,-0.040852609935781,-0.040852609935781,0,0.0,1,0,1,0.1831780437555127,mdp_train.monitor.csv,30,109182,-66.01050080000002,-358.0560104
-598.942614,177,263.866184,0.1526962134123436,0.1493664557721073,1.265307903289795,1.265307903289795,0,100.0,0.063354422789269,1,-500.0,-600.0,1,100.0,2,0,2,0.1493664557721073,mdp_train.monitor.csv,31,109359,-74.23142760000003,-351.7232895
-599.042084,178,264.115479,0.1510772741163442,0.1474809569756646,1.366600513458252,1.366600513458252,0,100.0,0.2519043024335338,1,-500.0,-600.0,1,100.0,2,0,2,0.1474809569756646,mdp_train.monitor.csv,32,109537,-84.76225260000004,-348.4459196
-601.182264,213,264.551878,0.1525547032501351,0.1490881532638479,1.3172889947891235,1.3172889947891235,0,100.0,0.0911846736152077,1,-500.0,-600.0,1,100.0,2,0,2,0.1490881532638479,mdp_train.monitor.csv,33,109750,-102.71608200000006,-344.128093
-600.646484,213,264.949847,0.1503041743129291,0.1450410164181923,2.362037181854248,2.0,1,100.0,0.4958983581807658,1,-500.0,-600.0,1,100.0,2,0,2,0.1450410164181923,mdp_train.monitor.csv,34,109963,-342.11039260000007,-338.5617063000001
-598.55805,173,265.257649,0.152424598467585,0.1478195291816401,1.7499263286590576,1.7499263286590576,0,100.0,0.2180470818359869,1,-500.0,-600.0,1,100.0,1,0,1,0.1478195291816401,mdp_train.monitor.csv,35,110136,-599.6742992,-332.8424
-599.81571,191,265.58337,0.1508083560689306,0.1455451981741937,2.0402140617370605,2.0,1,100.0,0.4454801825806237,1,-500.0,-600.0,1,100.0,2,0,2,0.1455451981741937,mdp_train.monitor.csv,36,110327,-599.8489184000001,-337.04017300000004
-599.249669,178,265.955272,0.1502887840250407,0.1480934964899756,0.8342092633247375,0.8342092633247375,0,100.0,0.1906503510024387,1,-500.0,-600.0,1,100.0,2,0,2,0.1480934964899756,mdp_train.monitor.csv,37,110505,-599.8904354,-342.326344
